지반침하사고발생신고,,,,,,,,,,,,,,,,,,,
No,사고발생위치,사고발생일자,통보일자,발생원인구분,발생지역지질종류,발생규모폭(m),발생규모연장(m),발생규모깊이(m),피해사망자수(명),피해부상자수(명),피해차량대수(대),사고지점위도,사고지점경도,복구방법,복구상태,복구완료일자,최종수정일자,최종 수정자,최종 수정자 ID
515,부산광역시 사상구 모라동 모라동 453번지 앞 도로,2021-06-10 오전 00:00,,다짐(되메우기) 불량,,1.5,1,1,0,0,0,35.1867517085,128.9897082803,"굴착부분 되메우기 재시공, 임시포장 복구 및 ASP절삭 덧씌우기(완전복구) 완료",복구완료,2021-07-03 오전 00:00,2021-08-02 오후 06:04,,
516,인천광역시 부평구 부평동 416-9,2021-06-09 오전 00:00,2021-06-11 오전 11:24,상수관 손상,기타,1,1,1,0,0,1,37.4986064434,126.7270210471,"누수수리공사 완료
도로포장복구 완료",복구완료,2021-06-10 오전 00:00,2021-06-11 오전 11:23,,
517,강원특별자치도 강릉시 송정동 송정동 187-4(팔송길 6 앞),2021-06-08 오전 00:00,2021-07-15 오전 10:19,다짐(되메우기) 불량,기타,1.5,1.5,0.5,0,0,0,37.7748496473,128.9326435342,굴착부분 되메우기 재시공 및 포장복구 완료,복구완료,2021-06-09 오전 00:00,2021-07-15 오전 10:19,,
518,서울특별시 강남구 논현동 212-16(학동로 34길 21),2021-06-08 오전 00:00,2022-02-22 오후 01:08,하수관 손상,,1,1.5,1,0,0,0,37.5132081459,127.0337457344,강남구청 치수팀에서 진행하는 신논현역 및 학동역 주변 하수관로 개량공사 구간으로 도급업체에서 금일 복구 할 예정 ,복구완료,2021-06-09 오전 00:00,2021-06-09 오전 08:50,서울특별시 강남구,kcd1002
519,광주광역시 동구 제봉로 남광주시장 정류장 앞 부근(남광주사거리방면),2021-06-07 오전 00:00,2021-09-01 오후 04:47,다짐(되메우기) 불량,,1.2,2.7,1.1,0,0,0,35.1384784029,126.9221206033,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2021-06-09 오전 00:00,2021-09-01 오후 04:47,,
520,경기도 이천시 중리동 481,2021-06-06 오전 00:00,2021-09-02 오전 10:55,하수관 손상,기타,1,1,1.8,0,0,0,37.2758615104,127.4441979159,"모래채움, 다짐 후 록하드로 임시복구",임시복구,2021-06-06 오전 00:00,2021-09-02 오전 10:55,,
521,울산광역시 중구 성안동 809-2,2021-06-01 오전 00:00,,다짐(되메우기) 불량,,2,2,1,0,0,0,35.5760199844,129.311097667,침하구간 다짐후 포장 복구 완료,복구완료,2021-06-02 오전 00:00,2021-09-06 오전 10:08,,
522,경기도 이천시 장호원읍 장호원리 656-3,2021-05-25 오전 00:00,2021-09-02 오전 10:44,하수관 손상,기타,1,10,1.5,0,0,0,37.1140859121,127.6319739655,하수관로 보수 및 포장 완료,복구완료,2021-05-25 오전 00:00,2021-09-02 오전 10:44,,
523,전북특별자치도 익산시 영등동 제일2차 1단지(고봉로 24길 30),2021-05-25 오전 00:00,,하수관 손상,,1.5,1,1,0,0,0,35.9553355641,126.9716744192,지반침하된 지반 되메우기 및 지반다짐 완료,복구완료,2021-05-25 오전 00:00,2021-07-13 오후 03:49,,
524,경기도 화성시 서신면 매화리 365-8,2021-05-24 오전 00:00,,굴착공사 부실,,1,1,0.05,0,0,0,37.1686830115,126.7042308671,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2021-05-24 오전 00:00,2021-07-13 오후 01:19,,
525,광주광역시 서구 화정동 1020번지 주변,2021-05-22 오전 00:00,2021-09-01 오후 04:31,다짐(되메우기) 불량,,0.5,3,1,0,0,0,35.1399530663,126.8820641442,"굴착이후 흙다지기 및 되메우기, 포장복구완료",복구완료,2021-05-26 오전 00:00,2021-09-01 오후 04:31,,
526,경기도 화성시 반월동 245-2,2021-05-22 오전 00:00,,굴착공사 부실,,1,1.3,0.05,0,0,0,37.229461017,127.0465999962,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2021-05-23 오전 00:00,2021-07-13 오후 01:13,,
527,광주광역시 서구 화정동 859-2번지 주변,2021-05-21 오전 00:00,2021-09-01 오후 04:28,하수관 손상,,1,4,1.5,0,0,0,35.1402093056,126.8779141293,하수관 교체 및 포장 복구 완료,복구완료,2021-05-21 오전 00:00,2021-09-01 오후 04:27,,
528,광주광역시 동구 갈마로 18,2021-05-21 오전 00:00,2021-09-01 오후 03:44,하수관 손상,,2,2,2,0,0,0,35.1608573133,126.9327999273,"하수관로 보수 완료, 토사 되메우기 및 보도 복구 완료",복구완료,2021-05-23 오전 00:00,2021-09-01 오후 03:44,,
529,전북특별자치도 익산시 동산동 서동로 28길 20 (엄마트 앞 도로),2021-05-20 오전 00:00,,하수관 손상,,1.2,1,0.8,0,0,0,35.9336788422,126.9654100088,하수관 보수 및 포장 보수 조치완료,복구완료,2021-05-20 오전 00:00,2021-07-13 오후 03:45,,
530,전북특별자치도 익산시 영등동 178-51(참사랑 마트),2021-05-20 오전 00:00,,하수관 손상,,1.2,1,0.8,0,0,0,35.9527561461,126.9737171685,침하된 지반 되메우기 및 지반다짐 완료,복구완료,2021-05-20 오전 00:00,2021-07-13 오후 03:40,,
531,부산광역시 북구 구포동 1089번지 파리바게트 앞 보도,2021-05-18 오전 00:00,2021-08-03 오후 02:55,상수관 손상,,1.5,1.5,1,0,0,0,35.1964216768,128.9944612509,"상수도 파열 단수 조치 후 관로 공사 시행하였으며, 보도 및 아스팔트 도로 원상복구",복구완료,2021-06-07 오전 00:00,2021-08-03 오후 04:04,,
532,부산광역시 남구 용호동 370-18,2021-05-13 오전 00:00,,하수관 손상,,1,1,1,0,0,0,35.1197657108,129.1120329598,흄관 손상부 복구 및 포장완료,복구완료,2021-05-13 오전 00:00,2021-07-16 오전 10:59,,
533,대전광역시 서구 도마동 201-1,2021-05-13 오전 00:00,2021-07-21 오후 04:22,다짐(되메우기) 불량,,1.5,1,1.8,0,0,0,36.3225537617,127.3682360774,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2021-05-13 오전 00:00,2021-07-21 오후 04:42,대전광역시 서구,xhahr3925
534,광주광역시 광산구 신가동 1002-16,2021-05-11 오전 00:00,2021-09-01 오후 04:43,하수관 손상,,1,1,0.8,0,0,0,35.1845996002,126.833436317,노후관로 보수 및 포장 복구 다짐,복구완료,2021-05-12 오전 00:00,2021-09-01 오후 04:42,,
535,부산광역시 연제구 연산동 산 181-1(황령산로 503 앞),2021-05-06 오전 00:00,,상수관 손상,,0.8,7,1.3,0,0,0,35.164864921,129.0826919447,흙 다지기 및 되메우기 포장복구 완료,복구완료,2021-05-06 오전 00:00,2021-09-01 오후 06:11,,
536,강원특별자치도 강릉시 유천동 유천동 133-2,2021-05-05 오전 00:00,2021-07-15 오전 10:16,기타,충척층,2,1,0.5,0,0,0,37.7605950747,128.8721231249,긴급보수공사 실시,복구완료,2021-05-11 오전 00:00,2021-07-15 오전 10:16,,
537,경기도 이천시 단월동 769,2021-05-03 오전 00:00,2021-09-02 오전 10:53,기타,기타,1.7,2,1.4,0,0,1,37.221261936,127.4540984941,"싱크홀 부분보다 더 넓게 굴착 후 보수공사 진행중(임시복구 후 재복구)
 2021.09.30. 준공 예정",복구완료,2021-09-30 오전 00:00,2025-02-21 오후 02:28,신상기,ssk3325
538,대전광역시 동구 용전동 227번지,2021-04-30 오전 00:00,,하수관 손상,기타,1.5,1.5,1.5,0,0,0,36.35559051,127.4328822159,"1. 박스 파손부위 콘크리트 복구
2. 흙 다지기 및 되메우기 등 포장 복구 완료",복구완료,2021-04-30 오전 00:00,2021-07-19 오후 04:58,,
539,광주광역시 광산구 비아동 715-8,2021-04-29 오전 00:00,2021-09-01 오후 04:40,하수관 손상,,1.5,2,0.3,0,0,0,35.2203268809,126.8206151337,노후관로 보수 및 포장 복구 다짐,복구완료,2021-04-30 오전 00:00,2021-09-01 오후 04:40,,
540,강원특별자치도 삼척시 원당동 서부초등학교 맞은편 벽산빌라 옆 도로,2021-04-28 오전 00:00,,상수관 손상,,2,2,3,0,0,0,37.4385707704,129.1499432657,상수관 정비 및 도로 포장복구,복구완료,2021-07-14 오전 00:00,2021-09-01 오후 01:42,,
541,부산광역시 사하구 괴정동 203-31번지,2021-04-22 오전 00:00,2021-04-27 오후 03:39,하수관 손상,기타,2,4,5,0,0,0,35.1055121435,129.0038369294,하수BOX 바닥세굴 보수 약 L=40m ,복구완료,2021-04-23 오전 00:00,2021-04-27 오후 03:38,,
542,경기도 용인시 수지구 풍덕천동 1045-1번지,2021-04-19 오전 00:00,2021-04-19 오전 10:35,상수관 손상,호상편마암,1.5,15,0.01,0,0,0,37.3221929745,127.0937333467,연간단가를 통한 수도관 복구 및 보도정리,복구완료,2021-04-19 오전 00:00,2021-04-19 오전 10:34,,
543,경기도 구리시 인창동 681-1번지,2021-04-19 오전 00:00,2021-04-19 오후 07:29,하수관 손상,,1.5,5,1.2,0,0,0,37.6044106658,127.1420745662,골재 채움,복구완료,2021-06-30 오전 00:00,2021-04-19 오후 07:29,,
544,경기도 시흥시 조남동,2021-04-08 오전 00:00,2021-07-13 오후 07:27,다짐(되메우기) 불량,,0.5,0.5,0.2,0,1,0,37.3853278789,126.859950987,아스콘 포장,복구완료,2021-04-08 오전 00:00,2021-07-13 오후 07:27,,
545,경기도 화성시 팔탄면 율암리 483-11,2021-04-07 오전 00:00,,굴착공사 부실,,1,1,0.05,0,0,0,37.1667757449,126.8810984017,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2021-04-07 오전 00:00,2021-07-13 오전 11:40,,
546,서울특별시 송파구 거여동 33-16,2021-04-07 오전 00:00,2021-04-07 오후 05:54,기타매설물 손상,,0.7,0.7,1.9,0,0,1,37.4921457097,127.150348705,맨홀내부 응급보구 및 동공 되메우기 완료,복구완료,2021-04-07 오전 00:00,2021-07-07 오후 04:46,서울특별시 송파구,doro1212
547,경상북도 포항시 남구 동촌동 543-67,2021-04-02 오전 00:00,,다짐(되메우기) 불량,,1,3,0.1,0,0,0,35.9974307979,129.389134004,포장 복구 완료,복구완료,2021-06-29 오전 00:00,2021-08-26 오후 08:50,경상북도 포항시,hskkk277
548,경상북도 포항시 남구 동촌동 545-6,2021-04-02 오전 00:00,,다짐(되메우기) 불량,기타,1.4,1.7,0.1,0,0,0,35.997274556,129.3889784359,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",복구완료,2021-06-29 오전 00:00,2021-08-26 오후 09:25,경상북도 포항시,hskkk277
549,경상북도 포항시 남구 동촌동 800-3,2021-04-02 오전 00:00,,다짐(되메우기) 불량,,1.1,2.6,0.1,0,0,0,36.0011935286,129.3842631125,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",복구완료,2021-06-29 오전 00:00,2021-08-26 오후 09:25,경상북도 포항시,hskkk277
550,경상북도 포항시 남구 송내동 444,2021-04-02 오전 00:00,,다짐(되메우기) 불량,,0.8,2,0.7,0,0,0,36.0060875482,129.3777946142,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",복구완료,2021-06-29 오전 00:00,2021-08-26 오후 09:25,경상북도 포항시,hskkk277
551,경상북도 포항시 남구 송내동 444,2021-04-02 오전 00:00,,다짐(되메우기) 불량,,0.6,16,0.8,0,0,0,36.0054018931,129.378459802,포장 복구 완료,복구완료,2021-06-29 오전 00:00,2021-08-26 오후 08:49,경상북도 포항시,hskkk277
552,경상북도 포항시 남구 동촌동 5,2021-04-02 오전 00:00,,다짐(되메우기) 불량,,0.8,5.4,0.1,0,0,0,35.9985939218,129.3876695179,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",복구완료,2021-06-29 오전 00:00,2021-08-26 오후 09:26,경상북도 포항시,hskkk277
553,경상북도 포항시 남구 동촌동 800-3,2021-04-02 오전 00:00,,다짐(되메우기) 불량,,1.1,1.3,0.2,0,0,0,36.0013497627,129.3841129088,포장 복구 완료,복구완료,2021-06-29 오전 00:00,2021-08-26 오후 08:48,경상북도 포항시,hskkk277
554,경상북도 포항시 남구 괴동동 911-6,2021-04-01 오전 00:00,,굴착공사 부실,,1.2,1.2,0.1,0,0,0,35.9985656929,129.3664915794,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",복구완료,2021-06-27 오전 00:00,2021-08-26 오후 09:27,경상북도 포항시,hskkk277
555,전라남도 여수시 낙포동 1372,2021-04-01 오전 00:00,2021-09-02 오후 01:13,다짐(되메우기) 불량,,5,10,0.6,0,0,0,34.8589955635,127.7417874659,복구완료,복구완료,2021-04-02 오전 00:00,2021-09-02 오후 01:13,,
556,경상북도 포항시 남구 송내동 668,2021-04-01 오전 00:00,,굴착공사 부실,,1,1,0.3,0,0,0,35.9996252044,129.3653492507,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",복구완료,2021-06-27 오전 00:00,2021-08-26 오후 09:26,경상북도 포항시,hskkk277
557,서울특별시 송파구 마천동 마천로61다길 25,2021-03-31 오전 00:00,2021-04-01 오전 10:09,하수관 손상,,0.5,0.5,1,0,0,0,37.4952639013,127.1515931182,"맨홀바닥 몰탈타설 및 인버트 설치
4월5일 맨홀개량 예정",복구완료,2021-03-31 오전 00:00,2021-04-01 오전 10:09,,
558,대전광역시 서구 정림동 704,2021-03-31 오전 00:00,2021-07-21 오후 04:09,하수관 손상,,1,1,1.5,0,0,0,36.3062599566,127.3651139861,연결부 보수 후 포장 복구 완료,복구완료,2021-04-01 오전 00:00,2021-07-21 오후 04:08,,
559,서울특별시 강남구 삼성동 160-21(봉은사로 104길 10),2021-03-30 오전 00:00,2021-04-02 오후 01:15,하수관 손상,,1,1,1.5,0,0,0,37.5139003999,127.0621190667,하수시설물 보수공사(연간단가)에서 긴급 공동부분을 굴착하여 현장 확인 결과 큰돌 사이 공극으로 되메우기 후 포장 복구완료,복구완료,2021-03-31 오전 00:00,2021-06-09 오전 08:51,서울특별시 강남구,kcd1002
560,충청남도 보령시,2021-03-30 오전 00:00,,다짐(되메우기) 불량,,0.4,0.7,1,0,0,0,36.33601693,126.6504412871,홍성종합건설사업소에서 처리,복구완료,2021-06-06 오전 00:00,2021-07-12 오전 09:44,,
561,경기도 화성시 송산면 천등리 469-1,2021-03-30 오전 00:00,,굴착공사 부실,,1,1,0.05,0,0,0,37.2333403021,126.7070060909,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2021-03-30 오전 00:00,2021-07-13 오전 11:33,,
562,울산광역시 동구 서부동 257-36,2021-03-26 오전 00:00,,기타,,1,1,0.5,0,0,0,35.5286288672,129.4287055901,되메우기 후 지반다짐 및 포장복구 완료,복구완료,2021-03-27 오전 00:00,2021-09-06 오전 10:41,,
563,전북특별자치도 익산시 금마면 동고도리  고도길 58 (금마시장 인근),2021-03-26 오전 00:00,,하수관 손상,,1,1,0.5,0,0,0,35.9916611952,127.0535237236,하수관 보수 및 포장 보수 조치,복구완료,2021-03-26 오전 00:00,2021-07-13 오후 03:13,,
564,경상북도 포항시 북구 득량동 306번지,2021-03-26 오전 00:00,,굴착공사 부실,,1,30,0.05,0,0,0,36.0264137614,129.350270292,"아스콘 절삭포장(T=5cm, B=2m, L=40m), 지반침하 측정 추가 계측기 설치 3개소, 기층까지 아스콘 천공 후 그라우팅 주입으로 지반보강",복구완료,2021-04-08 오전 00:00,2021-09-02 오전 11:14,,
565,광주광역시 동구 지산동 5-1 일원,2021-03-19 오전 00:00,2021-09-01 오후 03:41,하수관 손상,,5,5,4,0,0,0,35.1493101588,126.9457915227,지반침하 발생지점 토사 되메우기 및 포장 복구 완료,임시복구,2021-03-22 오전 00:00,2021-09-01 오후 03:41,,
566,경기도 의왕시 월암동 의왕시 월암동 541,2021-03-18 오전 00:00,,다짐(되메우기) 불량,,1.4,1.1,0.05,0,0,0,37.3087905699,126.9519196275,록하드 임시 조치,임시복구,2021-03-18 오전 00:00,2023-10-16 오후 05:55,경기도 의왕시,alsdml77
567,경기도 의왕시 삼동 산 112,2021-03-18 오전 00:00,,기타매설물 손상,,1,1,0.1,0,0,0,37.3152349341,126.9506435259,소파 보수 조치,복구완료,2021-03-19 오전 00:00,2021-09-01 오후 03:14,,
568,부산광역시 사하구 다대동 927-17번지 일원,2021-03-15 오전 00:00,2021-03-16 오후 05:21,상하수관공사 부실,,0.5,0.7,1.2,0,0,0,35.0610348432,128.9741166049,싱크홀 발생 구간 ASP포장 ,복구완료,2021-03-15 오전 00:00,2021-03-16 오후 05:20,,
569,서울특별시 강남구 압구정동 500(올림픽대로 공항방향 성수대교 밑단 약 200m 5차로),2021-03-09 오전 00:00,,하수관 손상,,2.5,2.1,1.1,0,0,0,37.5338514406,127.0318528688,공동부분 되메우기 및 다짐 후 복구 ,복구완료,2021-03-09 오전 00:00,2021-04-01 오후 05:42,,
570,부산광역시 연제구 거제동 1465-1(거제천로255번길 54),2021-03-08 오전 00:00,,하수관 손상,,3,4,1.5,0,0,0,35.1945807085,129.0850945517,흙 다지기 및 되메우기 주변도로 포장 복구완료 ,복구완료,2021-03-10 오전 00:00,2021-09-01 오후 06:18,,
571,경기도 이천시 장호원읍 장호원리 368,2021-03-03 오전 00:00,2021-09-02 오전 10:38,하수관 손상,기타,1.5,1.5,1.5,0,0,0,37.1242177044,127.6176429684,긴급 보수공사 실시,복구완료,2021-03-03 오전 00:00,2021-09-02 오전 10:38,,
572,경기도 의왕시 오전동 206-1,2021-03-03 오전 00:00,,다짐(되메우기) 불량,기타,10,3,0.1,0,0,0,37.3560814682,126.9682797854,절삭 후 재포장,복구완료,2021-03-04 오전 00:00,2021-09-01 오후 02:59,,
573,경상북도 포항시 북구 득량동 148-1번지,2021-03-02 오전 00:00,,굴착공사 부실,,2,40,0.05,0,0,0,36.0270232517,129.3486553801,"그라우팅 주입으로 인한 지반보강, 아스팔트 덧씌우기(단차0.05m), 도로주변 지반침하 계측기 설치",복구완료,2021-03-19 오전 00:00,2021-09-02 오전 11:10,,
574,경기도 화성시 비봉면 구포리 831,2021-03-01 오전 00:00,,굴착공사 부실,,1,1,0.05,0,0,0,37.2500164735,126.8718365265,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2021-03-01 오전 00:00,2021-07-13 오전 11:24,,
575,경기도 포천시 일동면 기산리 82-2번지 일원,2021-02-22 오전 00:00,,하수관 손상,기타,0.15,0.15,3,0,0,0,37.9590857001,127.3189511537,도로과(유지보수팀)에 보수 요청 완료,복구완료,2021-03-26 오전 00:00,2021-02-22 오후 04:10,,
576,전북특별자치도 익산시 마동 153-37(동부시장 오거리),2021-02-19 오전 00:00,,하수관 손상,,1,2,1,0,0,0,35.945655002,126.9656722031,침하된 지반 되메우기 및 지반다짐 완료,복구완료,2021-02-19 오전 00:00,2021-07-13 오후 03:08,,
577,울산광역시 동구 미포1길 2(한국프랜지 앞),2021-02-09 오전 00:00,,하수관 손상,,0.7,0.7,3,0,0,0,35.5393659839,129.4273502417,우수관 접합부 보수 및 도로포장 복구 완료,복구완료,2021-02-09 오전 00:00,2021-09-06 오전 09:37,,
578,전라남도 여수시 웅천로90,2021-02-01 오전 00:00,,굴착공사 부실,,3,25,0.02,0,0,0,34.7431325385,127.6751653409,복구완료,복구완료,2021-02-05 오전 00:00,2021-09-02 오후 01:04,,
579,전라남도 여수시 웅천동 1887-4,2021-02-01 오전 00:00,,굴착공사 부실,,3,40,0.02,0,0,0,34.7421150366,127.6741915729,복구완료,복구완료,2021-02-05 오전 00:00,2021-09-02 오후 01:08,,
580,경기도 안산시 상록구 사동 1639-24,2021-01-13 오전 00:00,2022-07-11 오후 03:19,굴착공사 부실,기타,10,50,5,0,0,0,37.2867953804,126.828101239,건설공사장 되메우기 및 도로 복구 공사,복구완료,2021-06-06 오전 00:00,2021-09-02 오전 10:32,,
581,전라남도 함평군 손불면 산남리 84-11,2021-01-12 오전 00:00,2021-09-02 오전 11:36,기타,,3,70,1.5,0,0,0,35.1232369287,126.4276836027,복구공사,복구완료,2021-09-07 오전 00:00,2021-09-02 오전 11:36,,
582,전라남도 함평군 함평읍 석성리 521-33번지,2021-01-11 오전 00:00,2021-09-02 오전 11:33,기타,,4,100,1.5,0,0,0,35.0872894793,126.4448864075,복구공사,복구완료,2022-08-24 오전 00:00,2021-09-02 오전 11:32,,
583,경상북도 영주시 하망동 광복로92번길 15,2021-01-01 오전 00:00,2024-07-25 오후 02:00,하수관 손상,,4,10,2,0,0,0,36.8268582893,128.6285643655,흙으로 되메우기 및 재포장,복구완료,2021-01-30 오전 00:00,2024-07-25 오후 01:59,경상북도 영주시,rivercl
